,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
769,KTR,2024-11-25,2026-07-28,610,Monday,555802,EUR,84254,500006,482083,0.16850597792826486,5.721781755168894,0.9641544301468382,20-35,M,owenmark,benjaminharvey@example.org,Jason Dickerson,M,31
770,BYU,2024-04-15,2025-07-17,458,Monday,854230,EUR,42692,499998,352797,0.08538434153736615,8.263773072238358,0.7055968223872896,35-55,F,owenmark,benjaminharvey@example.org,Jason Dickerson,M,31
771,GRZ,2024-11-07,2026-03-16,494,Thursday,266036,EUR,76837,500001,166952,0.15367369265261469,2.172807371448651,0.3339033321933356,30-40,B,owenmark,benjaminharvey@example.org,Jason Dickerson,M,31
772,KTR,2023-12-13,2025-06-26,561,Wednesday,450752,GBP,59308,499999,131102,0.11861623723247447,2.210528090645444,0.26220452440904884,45-65,M,owenmark,benjaminharvey@example.org,Jason Dickerson,M,31
773,KTR,2025-07-17,2027-01-30,562,Thursday,533972,USD,32397,499999,454370,0.06479412958825918,14.025064049140353,0.9087418174836349,45-60,F,jorge34,daisysmith@example.net,Rita Curtis,F,86
774,AKX,2025-07-20,2026-08-14,390,Sunday,511839,GBP,19868,500000,295251,0.039736,14.860630159049729,0.590502,30-40,M,jorge34,daisysmith@example.net,Rita Curtis,F,86
775,BYU,2024-06-05,2024-07-29,54,Wednesday,536542,USD,66071,500001,495869,0.13214173571652857,7.505093006008687,0.991736016527967,35-55,F,jorge34,daisysmith@example.net,Rita Curtis,F,86
776,KTR,2024-03-01,2024-07-17,138,Friday,789470,EUR,51851,499999,383552,0.10370220740441481,7.397195811074039,0.7671055342110684,30-40,M,jorge34,daisysmith@example.net,Rita Curtis,F,86
777,BYU,2024-04-15,2024-08-10,117,Monday,764245,USD,26024,499999,415130,0.05204810409620819,15.951813710421149,0.8302616605233211,30-45,B,jorge34,daisysmith@example.net,Rita Curtis,F,86
778,BYU,2025-08-20,2026-05-31,284,Wednesday,746261,USD,74961,500000,188614,0.149922,2.5161617374368004,0.377228,20-25,F,jessicanelson,oraymond@example.net,James Ross,M,74
779,GRZ,2024-03-29,2025-03-03,339,Friday,904197,USD,23418,500001,102466,0.04683590632818734,4.375523101887437,0.20493159013681972,20-30,B,jessicanelson,oraymond@example.net,James Ross,M,74
780,AKX,2023-12-11,2024-11-01,326,Monday,800564,USD,48477,500003,451299,0.09695341827949032,9.309548858221424,0.9025925844444933,40-50,B,jessicanelson,oraymond@example.net,James Ross,M,74
781,KTR,2024-07-15,2026-06-15,700,Monday,614289,USD,12184,500000,28230,0.024368,2.316973079448457,0.05646,35-60,M,jessicanelson,oraymond@example.net,James Ross,M,74
782,GRZ,2023-11-10,2024-08-09,273,Friday,740625,GBP,58934,500000,8480,0.117868,0.1438897750025452,0.01696,35-50,B,jessicanelson,oraymond@example.net,James Ross,M,74
783,GRZ,2024-08-11,2025-03-27,228,Sunday,654327,EUR,58034,499999,497694,0.11606823213646428,8.57590378054244,0.9953899907799816,35-45,F,jessicanelson,oraymond@example.net,James Ross,M,74
784,AKX,2025-01-02,2026-08-11,586,Thursday,31533,USD,28830,499998,13585,0.057660230640922565,0.47121054457162675,0.02717010868043472,35-40,B,jessicanelson,oraymond@example.net,James Ross,M,74
785,KTR,2025-07-10,2026-12-09,517,Thursday,689240,GBP,23727,500000,290766,0.047454,12.254646605133392,0.581532,25-30,B,jasonmiller,bgarcia@example.org,Laura Cruz,F,62
786,GRZ,2025-08-15,2026-11-15,457,Friday,899472,USD,59513,499999,777621,0.1190262380524761,13.066405659267723,1.555245110490221,25-40,F,jasonmiller,bgarcia@example.org,Laura Cruz,F,62
787,BYU,2023-10-20,2024-05-26,219,Friday,336067,GBP,42496,499999,271282,0.08499216998433996,6.383706701807229,0.5425650851301702,40-55,M,jasonmiller,bgarcia@example.org,Laura Cruz,F,62
788,AKX,2024-10-09,2026-02-26,505,Wednesday,643869,USD,26489,499999,321365,0.05297810595621191,12.132017063686813,0.642731285462571,45-60,B,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
789,KTR,2023-10-13,2024-10-11,364,Friday,230453,EUR,25184,499998,171146,0.05036820147280589,6.795822744599746,0.3422933691734767,20-25,M,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
790,GRZ,2025-07-26,2025-07-28,2,Saturday,565282,GBP,85242,499998,335981,0.17048468193872776,3.9414959761619857,0.6719646878587514,45-50,M,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
791,GRZ,2024-09-22,2024-11-19,58,Sunday,522588,EUR,19901,500001,91441,0.03980192039615921,4.594794231445656,0.18288163423673154,25-45,B,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
792,BYU,2024-08-25,2025-07-27,336,Sunday,962462,USD,28535,500001,37861,0.05706988586022828,1.3268267040476607,0.07572184855630289,35-55,F,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
793,KTR,2023-12-20,2024-09-09,264,Wednesday,385532,USD,49504,500004,107231,0.09900720794233646,2.166107789269554,0.21446028431772546,45-55,B,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
794,GRZ,2023-11-19,2024-05-27,190,Sunday,731315,EUR,21604,500001,564764,0.04320791358417283,26.14164043695612,1.1295257409485182,30-35,F,dkramer,cummingspatrick@example.com,Brian Sanchez,M,28
795,GRZ,2023-11-24,2025-07-05,589,Friday,790042,USD,12440,499997,42010,0.024880149280895686,3.377009646302251,0.08402050412302474,40-65,M,wardlaura,urhodes@example.com,Greg Hicks,M,22
796,GRZ,2024-02-16,2025-10-02,594,Friday,700951,USD,49690,499998,498974,0.09938039752159009,10.04173878043872,0.9979519918079672,35-40,M,wardlaura,urhodes@example.com,Greg Hicks,M,22
797,KTR,2024-12-23,2026-03-07,439,Monday,890760,GBP,60738,499999,816257,0.12147624295248591,13.438983832197307,1.63251726503453,25-40,B,wardlaura,urhodes@example.com,Greg Hicks,M,22
798,AKX,2025-03-28,2026-04-01,369,Friday,671070,EUR,27393,499999,58219,0.05478610957221915,2.1253239878801153,0.11643823287646575,30-35,B,wardlaura,urhodes@example.com,Greg Hicks,M,22
799,BYU,2024-11-28,2026-11-17,719,Thursday,93871,EUR,47194,500001,18409,0.09438781122437755,0.390070771708268,0.03681792636414727,25-50,F,yaustin,robert40@example.net,Cody Ferguson,M,37
800,AKX,2024-11-11,2025-10-20,343,Monday,441578,USD,23867,500001,286736,0.04773390453219094,12.013910420245526,0.5734708530582939,35-40,M,yaustin,robert40@example.net,Cody Ferguson,M,37
801,GRZ,2024-01-27,2024-02-06,10,Saturday,149459,EUR,23379,499998,121158,0.04675818703274813,5.182343128448608,0.24231696926787707,40-50,M,yaustin,robert40@example.net,Cody Ferguson,M,37
802,AKX,2024-09-16,2025-02-04,141,Monday,408846,EUR,68565,499996,116968,0.13713109704877638,1.7059432655144753,0.23393787150297202,25-45,M,yaustin,robert40@example.net,Cody Ferguson,M,37
803,GRZ,2025-04-17,2025-08-03,108,Thursday,131391,GBP,32839,500002,62115,0.06567773728905084,1.8915009592253114,0.12422950308198767,40-55,M,yaustin,robert40@example.net,Cody Ferguson,M,37
804,AKX,2023-10-31,2025-09-18,688,Tuesday,327978,EUR,48470,499998,67829,0.09694038776155105,1.399401691768104,0.13565854263417054,45-65,M,yaustin,robert40@example.net,Cody Ferguson,M,37
805,GRZ,2023-11-24,2024-02-16,84,Friday,740398,USD,61692,500002,87338,0.12338350646597414,1.4157103027945277,0.1746753012987948,40-55,F,yaustin,robert40@example.net,Cody Ferguson,M,37
806,KTR,2025-06-10,2026-09-21,468,Tuesday,941781,GBP,85345,500002,522141,0.17068931724273104,6.118003397972934,1.0442778228887084,25-50,F,yaustin,robert40@example.net,Cody Ferguson,M,37
807,KTR,2024-02-04,2025-09-15,589,Sunday,969473,GBP,33597,500001,608726,0.06719386561226877,18.1184629580022,1.2174495651008699,25-50,B,zstevens,cnoble@example.net,William Brown,M,22
808,GRZ,2024-03-28,2024-09-28,184,Thursday,422407,GBP,40704,500000,257427,0.081408,6.324366155660377,0.514854,40-60,M,zstevens,cnoble@example.net,William Brown,M,22
809,AKX,2023-12-31,2025-01-23,389,Sunday,550012,EUR,24550,500001,228063,0.0490999018001964,9.289735234215886,0.4561250877498245,30-40,B,zstevens,cnoble@example.net,William Brown,M,22
810,KTR,2024-12-23,2026-01-21,394,Monday,255127,EUR,14551,500000,225307,0.029102,15.483952992921449,0.450614,35-50,B,zstevens,cnoble@example.net,William Brown,M,22
811,BYU,2024-03-07,2025-04-01,390,Thursday,171034,USD,67607,500001,158735,0.13521372957254085,2.3479077610306627,0.3174693650612699,25-35,M,zstevens,cnoble@example.net,William Brown,M,22
812,KTR,2024-12-25,2026-06-17,539,Wednesday,130905,EUR,30389,500002,35938,0.060777756888972446,1.182598966731383,0.07187571249715001,45-60,F,zstevens,cnoble@example.net,William Brown,M,22
813,KTR,2024-11-05,2026-02-23,475,Tuesday,420592,EUR,47463,500000,321662,0.094926,6.777110591408044,0.643324,45-70,M,zstevens,cnoble@example.net,William Brown,M,22
814,GRZ,2024-06-25,2026-01-21,575,Tuesday,442871,EUR,17167,500000,37587,0.034334,2.189491466185123,0.075174,20-25,M,zstevens,cnoble@example.net,William Brown,M,22
815,KTR,2025-02-03,2025-11-19,289,Monday,552251,EUR,16493,500001,218531,0.03298593402813194,13.249924210271024,0.43706112587774826,40-55,M,anthonymoses,jennifer86@example.net,John Taylor,M,75
816,KTR,2023-12-03,2025-02-13,438,Sunday,720971,USD,10979,500001,380224,0.02195795608408783,34.63193369159304,0.7604464791070418,45-50,B,anthonymoses,jennifer86@example.net,John Taylor,M,75
817,KTR,2023-12-01,2024-05-10,161,Friday,136902,EUR,57482,500000,52906,0.114964,0.9203924706864758,0.105812,40-65,B,anthonymoses,jennifer86@example.net,John Taylor,M,75
818,BYU,2024-03-18,2025-08-17,517,Monday,703174,EUR,61173,500003,679068,0.12234526592840443,11.100779755774607,1.3581278512328927,30-55,F,anthonymoses,jennifer86@example.net,John Taylor,M,75
819,GRZ,2025-07-17,2025-08-29,43,Thursday,224170,USD,68828,500001,83443,0.1376557246885506,1.2123409077700935,0.16688566622866755,35-40,F,warmstrong,deborahsmith@example.net,Michael Ross,M,68
820,BYU,2024-07-04,2024-08-30,57,Thursday,332012,USD,27155,499998,125118,0.054310217240868965,4.60754925428098,0.2502370009480038,30-50,F,warmstrong,deborahsmith@example.net,Michael Ross,M,68
821,AKX,2024-09-06,2024-10-14,38,Friday,19824,USD,6887,500003,1090,0.01377391735649586,0.15826920284594162,0.0021799869200784796,20-35,F,warmstrong,deborahsmith@example.net,Michael Ross,M,68
822,KTR,2025-07-22,2026-04-28,280,Tuesday,957348,EUR,31953,499997,328271,0.06390638343830063,10.273558038368854,0.6565459392756356,20-45,F,warmstrong,deborahsmith@example.net,Michael Ross,M,68
823,AKX,2025-02-23,2026-09-21,575,Sunday,154989,EUR,64116,499996,33051,0.1282330258642069,0.5154875538087217,0.06610252882023056,20-30,B,warmstrong,deborahsmith@example.net,Michael Ross,M,68
824,BYU,2024-05-02,2024-12-23,235,Thursday,788725,GBP,35560,499998,577569,0.07112028448113793,16.242097862767153,1.1551426205704822,40-60,F,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
825,KTR,2024-12-01,2026-11-24,723,Sunday,490027,USD,60292,500001,410786,0.12058375883248233,6.813275393086976,0.8215703568592863,35-50,B,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
826,KTR,2025-01-02,2026-08-01,576,Thursday,262618,USD,22854,500000,159743,0.045708,6.989717336133719,0.319486,20-40,F,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
827,AKX,2025-03-29,2025-05-18,50,Saturday,843471,EUR,8905,499997,174113,0.017810106860641165,19.552274003368893,0.3482280893685362,25-50,F,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
828,AKX,2023-12-18,2025-08-13,604,Monday,680425,USD,49029,499996,374511,0.09805878447027576,7.638560851740807,0.7490279922239378,20-35,B,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
829,AKX,2024-03-08,2026-01-13,676,Friday,901249,GBP,71120,500000,387669,0.14224,5.450913948256468,0.775338,45-55,F,denisemendoza,markadams@example.net,Christopher Mclaughlin,M,38
830,BYU,2024-10-17,2026-01-01,441,Thursday,921705,EUR,34538,499997,101479,0.06907641445848675,2.938184029185245,0.20295921775530654,20-40,F,brianmartinez,lijoseph@example.org,Peter Flynn,M,69
831,AKX,2025-04-05,2025-11-23,232,Saturday,790526,GBP,18265,499995,66609,0.036530365303653035,3.6468108404051462,0.13321933219332194,40-45,B,brianmartinez,lijoseph@example.org,Peter Flynn,M,69
832,AKX,2025-04-10,2026-02-27,323,Thursday,670984,GBP,58247,500003,211881,0.11649330104019376,3.6376294058063077,0.4237594574432553,35-50,B,brianmartinez,lijoseph@example.org,Peter Flynn,M,69
833,BYU,2024-08-23,2025-01-17,147,Friday,328492,EUR,39003,500000,112587,0.078006,2.8866241058380124,0.225174,30-45,M,brianmartinez,lijoseph@example.org,Peter Flynn,M,69
834,BYU,2024-01-05,2025-05-19,500,Friday,832963,EUR,52229,499999,487769,0.10445820891641783,9.339045357942906,0.9755399510799022,45-65,B,brianmartinez,lijoseph@example.org,Peter Flynn,M,69
835,KTR,2023-12-01,2025-08-03,611,Friday,857040,EUR,44461,500000,424293,0.088922,9.543037718449877,0.848586,20-25,F,rebecca23,woodgerald@example.net,Aaron Webster,M,24
836,BYU,2025-01-03,2026-03-05,426,Friday,36646,GBP,25701,500002,23342,0.05140179439282243,0.9082136881833391,0.046683813264746944,45-55,F,rebecca23,woodgerald@example.net,Aaron Webster,M,24
837,AKX,2025-01-13,2027-01-02,719,Monday,470258,USD,63246,499999,379770,0.12649225298450598,6.004648515321127,0.7595415190830381,40-50,F,rebecca23,woodgerald@example.net,Aaron Webster,M,24
838,KTR,2025-08-21,2025-11-24,95,Thursday,443923,USD,49458,499994,55804,0.09891718700624408,1.1283108900481216,0.11160933931207175,20-45,M,rebecca23,woodgerald@example.net,Aaron Webster,M,24
839,KTR,2024-07-08,2026-04-19,650,Monday,277227,GBP,19006,500000,30176,0.038012,1.5877091444806903,0.060352,20-40,B,rowelisa,dana77@example.com,Rebecca Davis,F,20
840,BYU,2025-08-21,2025-09-16,26,Thursday,273381,USD,24720,499999,226353,0.049440098880197764,9.156674757281554,0.4527069054138108,45-65,B,rowelisa,dana77@example.com,Rebecca Davis,F,20
841,AKX,2025-07-26,2025-12-09,136,Saturday,452229,USD,54109,499997,65121,0.10821864931189587,1.2035151268735331,0.13024278145668874,35-45,B,rowelisa,dana77@example.com,Rebecca Davis,F,20
842,AKX,2025-08-29,2027-04-11,590,Friday,297160,GBP,31390,500003,256604,0.06277962332226007,8.174705320165657,0.5132049207704754,35-40,B,rowelisa,dana77@example.com,Rebecca Davis,F,20
843,AKX,2025-05-03,2026-06-11,404,Saturday,42811,USD,23981,500002,26989,0.04796180815276739,1.1254326341687169,0.053977784088863646,30-50,M,rowelisa,dana77@example.com,Rebecca Davis,F,20
844,BYU,2024-02-26,2024-09-05,192,Monday,242516,GBP,39715,499996,155603,0.07943063544508357,3.9179906836207983,0.31120848966791737,45-60,M,rowelisa,dana77@example.com,Rebecca Davis,F,20
845,BYU,2024-08-12,2026-06-02,659,Monday,985116,GBP,22327,499995,578886,0.044654446544465445,25.927621265732075,1.1577835778357783,25-45,M,rowelisa,dana77@example.com,Rebecca Davis,F,20
846,AKX,2025-04-09,2025-09-24,168,Wednesday,289874,USD,34098,499998,140678,0.06819627278509115,4.125696521790134,0.2813571254285017,45-65,F,rhonda09,penachristy@example.com,Lauren Braun,F,85
847,AKX,2024-06-09,2025-10-27,505,Sunday,691294,USD,54466,499999,385355,0.10893221786443573,7.075147798626666,0.7707115414230828,35-50,F,rhonda09,penachristy@example.com,Lauren Braun,F,85
848,AKX,2024-03-22,2024-11-07,230,Friday,70469,GBP,17517,500003,24959,0.03503378979726122,1.424844436832791,0.04991770049379704,25-50,F,rhonda09,penachristy@example.com,Lauren Braun,F,85
849,KTR,2024-03-31,2026-02-19,690,Sunday,902201,GBP,64518,499999,302147,0.12903625807251615,4.683142688862023,0.6042952085904172,20-25,B,rhonda09,penachristy@example.com,Lauren Braun,F,85
850,KTR,2025-01-21,2026-12-17,695,Tuesday,173982,GBP,63457,499998,78798,0.12691450765803064,1.2417542587894164,0.15759663038652155,45-65,F,rhonda09,penachristy@example.com,Lauren Braun,F,85
851,GRZ,2024-06-14,2024-11-03,142,Friday,864255,USD,29369,499999,821535,0.058738117476234954,27.972862542136266,1.6430732861465722,30-55,F,dunnjay,morozco@example.com,Thomas Ball,M,61
852,KTR,2025-07-23,2025-07-29,6,Wednesday,372545,USD,15144,500000,3413,0.030288,0.22536978341257263,0.006826,30-40,B,dunnjay,morozco@example.com,Thomas Ball,M,61
853,AKX,2023-10-20,2024-01-02,74,Friday,758121,USD,72700,499998,319174,0.1454005816023264,4.39028885832187,0.6383505534022136,25-50,B,dunnjay,morozco@example.com,Thomas Ball,M,61
854,KTR,2025-09-13,2026-10-24,406,Saturday,96371,GBP,19610,500001,95436,0.03921992156015688,4.866700662927078,0.1908716182567635,30-45,M,dunnjay,morozco@example.com,Thomas Ball,M,61
855,KTR,2025-02-23,2026-10-20,604,Sunday,772980,GBP,52429,500004,595840,0.10485716114271086,11.36470274084953,1.191670466636267,30-35,B,dunnjay,morozco@example.com,Thomas Ball,M,61
856,GRZ,2025-05-09,2026-05-14,370,Friday,194580,USD,21374,499999,86539,0.04274808549617099,4.048797604566295,0.17307834615669232,20-40,F,dunnjay,morozco@example.com,Thomas Ball,M,61
857,KTR,2025-05-12,2025-05-22,10,Monday,137842,EUR,17117,499993,120608,0.03423447928270996,7.046094525909914,0.241219377071279,40-45,F,dunnjay,morozco@example.com,Thomas Ball,M,61
858,AKX,2024-08-11,2025-07-29,352,Sunday,807789,USD,6532,500000,579553,0.013064,88.72519902020821,1.159106,20-30,M,dunnjay,morozco@example.com,Thomas Ball,M,61
859,GRZ,2025-06-19,2026-11-19,518,Thursday,680093,EUR,17643,500001,244207,0.03528592942814114,13.841580230119595,0.48841302317395363,25-40,M,krojas,afoster@example.net,Heather Jordan,F,62
860,GRZ,2025-09-24,2026-09-18,359,Wednesday,144166,GBP,12959,499997,77796,0.025918155508933054,6.003240990817193,0.15559293355760134,25-30,F,krojas,afoster@example.net,Heather Jordan,F,62
861,BYU,2024-12-10,2025-11-11,336,Tuesday,864018,USD,60564,500002,239550,0.12112751548993804,3.9553199920744997,0.4790980836076656,45-65,M,krojas,afoster@example.net,Heather Jordan,F,62
862,GRZ,2024-05-15,2025-01-06,236,Wednesday,86749,USD,17644,499999,64847,0.03528807057614115,3.675300385400136,0.12969425938851878,30-45,M,krojas,afoster@example.net,Heather Jordan,F,62
863,BYU,2025-08-20,2026-08-13,358,Wednesday,781346,GBP,37188,500002,680625,0.07437570249719001,18.302274927395935,1.36124455502178,20-35,M,gail55,tammie16@example.com,Jason Garner,M,42
864,GRZ,2025-04-09,2026-09-21,530,Wednesday,784514,EUR,67906,500000,15770,0.135812,0.23223279238947958,0.03154,40-60,F,gail55,tammie16@example.com,Jason Garner,M,42
865,GRZ,2025-08-24,2026-06-09,289,Sunday,346827,GBP,53696,499999,329788,0.10739221478442956,6.141761025029798,0.6595773191546384,45-60,B,gail55,tammie16@example.com,Jason Garner,M,42
866,BYU,2025-07-16,2026-05-09,297,Wednesday,140368,EUR,19357,500001,97223,0.038713922572154856,5.022627473265485,0.19444561110877778,25-35,B,gail55,tammie16@example.com,Jason Garner,M,42
867,BYU,2024-11-23,2025-04-28,156,Saturday,782511,GBP,47272,500002,688041,0.0945436218255127,14.554937383652057,1.3760764956940172,35-40,B,gail55,tammie16@example.com,Jason Garner,M,42
868,GRZ,2024-02-29,2025-06-09,466,Thursday,591421,USD,61962,499995,472087,0.12392523925239253,7.61897614667054,0.9441834418344184,30-35,B,gail55,tammie16@example.com,Jason Garner,M,42
869,KTR,2024-09-18,2025-11-26,434,Wednesday,843928,GBP,24887,499996,90833,0.04977439819518556,3.649817173624784,0.18166745333962672,25-50,F,douglas95,kennedythomas@example.net,Daisy Roberts,F,50
870,GRZ,2025-08-15,2027-05-15,638,Friday,496027,GBP,12695,499999,80535,0.02539005078010156,6.343836155966916,0.1610703221406443,20-40,B,douglas95,kennedythomas@example.net,Daisy Roberts,F,50
871,BYU,2025-08-21,2026-06-26,309,Thursday,919826,USD,20127,500002,816361,0.04025383898464406,40.560490882893625,1.6327154691381234,40-55,M,douglas95,kennedythomas@example.net,Daisy Roberts,F,50
872,BYU,2024-07-13,2026-01-02,538,Saturday,952325,EUR,24805,500001,25636,0.04960990078019844,1.0335013102197137,0.051271897456205084,25-30,F,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
873,KTR,2024-11-13,2026-04-16,519,Wednesday,559050,GBP,57622,500000,148859,0.115244,2.5833709347124363,0.297718,20-45,F,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
874,KTR,2024-05-30,2025-04-05,310,Thursday,297296,EUR,29673,500002,201055,0.05934576261694953,6.775688336197891,0.40210839156643374,40-60,M,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
875,AKX,2025-08-14,2026-08-12,363,Thursday,387935,USD,52431,500001,134463,0.10486179027641945,2.5645705784745667,0.2689254621490757,25-35,B,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
876,BYU,2025-02-25,2026-11-07,620,Tuesday,188779,EUR,35556,499998,11700,0.0711122844491378,0.32905838677016536,0.0234000936003744,45-60,B,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
877,KTR,2025-01-20,2026-07-24,550,Monday,331520,EUR,38715,500002,7415,0.07742969028123887,0.19152783158982306,0.01482994068023728,35-55,M,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
878,AKX,2025-06-28,2026-01-30,216,Saturday,723534,USD,85756,499997,595696,0.17151302907817448,6.946406082373245,1.1913991483948905,20-35,B,grahamkristina,longrachael@example.org,Kevin Campbell,M,54
879,KTR,2024-08-12,2025-03-14,214,Monday,603697,USD,58477,500001,601072,0.11695376609246781,10.278776271012536,1.2021415957168087,35-50,B,thompsonphillip,cmills@example.net,Mary Caldwell,F,70
880,BYU,2024-04-04,2025-09-27,541,Thursday,768906,USD,18130,499998,216582,0.036260145040580165,11.946056260341974,0.4331657326629306,35-55,B,thompsonphillip,cmills@example.net,Mary Caldwell,F,70
881,GRZ,2024-11-30,2025-03-21,111,Saturday,671642,USD,28624,500002,317041,0.05724777100891596,11.076055058692006,0.6340794636821453,20-45,M,thompsonphillip,cmills@example.net,Mary Caldwell,F,70
882,BYU,2024-07-14,2025-01-04,174,Sunday,335926,USD,29990,499998,68825,0.05998023992095968,2.2949316438812937,0.1376505506022024,30-55,M,thompsonphillip,cmills@example.net,Mary Caldwell,F,70
883,GRZ,2025-01-20,2026-04-05,440,Monday,31743,USD,51588,500001,27205,0.1031757936484127,0.5273513220128712,0.05440989118021764,20-35,F,thompsonphillip,cmills@example.net,Mary Caldwell,F,70
884,AKX,2024-07-10,2025-05-11,305,Wednesday,450909,USD,48056,500001,255952,0.09611180777638445,5.326119527218245,0.5119029761940476,35-55,B,jason12,reedvictor@example.org,Gabriella Robinson,F,84
885,AKX,2024-02-17,2025-09-17,578,Saturday,702191,USD,68365,499999,548441,0.13673027346054692,8.022248226431653,1.0968841937683875,25-50,M,jason12,reedvictor@example.org,Gabriella Robinson,F,84
886,KTR,2024-07-14,2025-05-27,317,Sunday,549067,USD,47085,500001,109080,0.09416981166037668,2.316661357120102,0.21815956368087264,45-50,F,jason12,reedvictor@example.org,Gabriella Robinson,F,84
887,KTR,2025-04-02,2025-08-27,147,Wednesday,199643,USD,8492,500005,160646,0.016983830161698382,18.917333961375412,0.3212887871121289,45-50,B,jason12,reedvictor@example.org,Gabriella Robinson,F,84
888,BYU,2024-08-20,2025-10-23,429,Tuesday,790573,USD,33756,500001,695609,0.06751186497627004,20.606973575068135,1.391215217569565,40-55,B,jason12,reedvictor@example.org,Gabriella Robinson,F,84
889,GRZ,2024-08-17,2024-11-28,103,Saturday,622311,GBP,10439,499998,117322,0.02087808351233405,11.238815978542005,0.23464493857975433,35-45,F,jason12,reedvictor@example.org,Gabriella Robinson,F,84
890,AKX,2025-06-03,2026-06-03,365,Tuesday,728775,USD,77423,500003,651498,0.15484507092957442,8.414786303811528,1.3029881820709075,20-40,M,jason12,reedvictor@example.org,Gabriella Robinson,F,84
891,KTR,2024-04-30,2025-12-07,586,Tuesday,245426,GBP,75472,500001,9751,0.15094369811260377,0.1292002331990672,0.019501960996078007,45-70,B,jason12,reedvictor@example.org,Gabriella Robinson,F,84
892,GRZ,2025-04-24,2026-09-17,511,Thursday,532082,GBP,37110,500000,266640,0.07422,7.185125303152789,0.53328,25-40,B,jessicawarner,fgibson@example.net,Tammy Hubbard,F,41
893,KTR,2024-02-21,2025-07-19,514,Wednesday,371513,USD,51927,499999,183116,0.10385420770841541,3.52641207849481,0.36623273246546495,20-25,B,jessicawarner,fgibson@example.net,Tammy Hubbard,F,41
894,KTR,2024-06-30,2024-08-29,60,Sunday,838120,EUR,25681,499997,188389,0.05136230817384904,7.335734589774542,0.3767802606815641,20-25,B,jessicawarner,fgibson@example.net,Tammy Hubbard,F,41
895,KTR,2024-05-19,2025-02-27,284,Sunday,71484,EUR,49147,499999,10997,0.09829419658839318,0.2237572995299815,0.021994043988087977,25-45,M,jessicawarner,fgibson@example.net,Tammy Hubbard,F,41
896,BYU,2024-04-04,2025-07-06,458,Thursday,217094,GBP,65995,500000,46558,0.13199,0.705477687703614,0.093116,30-50,M,devin63,nhogan@example.org,Jamie Anderson,F,41
897,GRZ,2024-08-04,2026-06-14,679,Sunday,78612,EUR,28518,500001,14817,0.05703588592822814,0.5195665895224069,0.029633940732118537,25-45,M,devin63,nhogan@example.org,Jamie Anderson,F,41
898,BYU,2025-05-02,2025-08-01,91,Friday,940020,GBP,19785,499997,140453,0.03957023742142453,7.098963861511246,0.28090768544611266,30-45,B,devin63,nhogan@example.org,Jamie Anderson,F,41
899,KTR,2024-03-29,2024-08-05,129,Friday,158981,GBP,62619,499998,16981,0.12523850095400382,0.2711796739008927,0.03396213584854339,35-40,M,devin63,nhogan@example.org,Jamie Anderson,F,41
900,BYU,2025-09-08,2026-09-30,387,Monday,804507,USD,18757,500004,244959,0.037513699890400876,13.059604414351975,0.4899140806873545,30-45,F,castrojessica,brianmack@example.com,Lacey Alvarez,F,27
901,GRZ,2024-05-14,2024-08-17,95,Tuesday,121861,EUR,32841,499999,66815,0.06568213136426272,2.0344995584787307,0.1336302672605345,30-50,M,castrojessica,brianmack@example.com,Lacey Alvarez,F,27
902,AKX,2025-08-23,2026-11-05,439,Saturday,242313,GBP,21063,500000,57137,0.042126,2.712671509281679,0.114274,25-50,M,castrojessica,brianmack@example.com,Lacey Alvarez,F,27
903,AKX,2025-05-24,2026-06-16,388,Saturday,958064,EUR,73659,499999,723319,0.14731829463658927,9.819831928209723,1.4466408932817865,35-60,F,castrojessica,brianmack@example.com,Lacey Alvarez,F,27
904,GRZ,2025-03-12,2025-04-23,42,Wednesday,101162,EUR,78323,500000,28885,0.156646,0.3687933301839817,0.05777,35-50,B,castrojessica,brianmack@example.com,Lacey Alvarez,F,27
905,KTR,2025-03-09,2026-11-15,616,Sunday,798356,EUR,12607,500002,631025,0.02521389914440342,50.05354168319188,1.2620449518201928,25-45,F,teresa66,michael58@example.com,Joshua Ray,M,29
